Order ID,Location ID,TotalProfit,TotalSales,TotalQuantity,Order Date,Ship Date,Customer ID
CA-2014-141110,253,22.44,67.11,9,35,588,624
CA-2014-141152,23,12.58,33.55,1,1101,111,575
CA-2014-141173,39,16.79,67.15,5,728,1164,36
CA-2014-141278,316,6.21,21.4,5,261,1218,528
CA-2014-141299,374,7.49,15.28,2,561,159,176
CA-2014-141313,567,654.92,2583.19,15,129,1369,321
CA-2014-141355,42,2.37,14.58,2,794,587,593
CA-2014-141607,137,4.33,43.31,1,432,506,576
CA-2014-141649,323,59.66,795.41,6,587,587,678
CA-2014-141726,188,78.74,176.49,10,836,192,230
CA-2014-141796,255,352.31,1214.85,3,261,261,506
CA-2014-141817,105,4.88,19.54,3,576,1316,469
CA-2014-141838,34,13.15,60.08,8,959,691,460
CA-2014-141901,253,2.69,5.98,1,128,1301,421
CA-2014-142048,127,56.57,196.75,6,169,402,32
CA-2014-142314,238,58.03,207.24,11,851,129,227
CA-2014-142510,36,23.54,274.09,11,1091,282,413
CA-2014-142587,323,-109.18,531.38,7,618,68,14
CA-2014-142727,417,21.6,69.9,5,333,1357,668
CA-2014-142769,5,201.54,561.73,21,103,103,261
CA-2014-142839,105,-227.49,853.09,6,559,1071,59
CA-2014-142951,43,4.99,23.47,3,1169,1169,161
CA-2014-142965,157,-27.09,53.34,4,836,836,573
CA-2014-142979,628,16.27,39.68,2,791,891,553
CA-2014-143168,5,28.35,63.3,3,638,1413,490
CA-2014-143182,186,4.04,15.38,1,771,22,297
CA-2014-143210,111,97.68,327.56,7,588,640,731
CA-2014-143336,9,25.87,244.76,9,9,416,9
CA-2014-143371,158,43.26,1049.97,14,129,928,198
CA-2014-143385,447,18.5,92.52,9,883,742,81
CA-2014-143413,308,56.98,116.28,3,773,992,261
CA-2014-143637,253,14.57,40.48,2,977,1158,384
CA-2014-143840,33,46.58,180.93,3,857,1322,699
CA-2014-143903,162,-115.86,1340.97,10,836,1362,454
CA-2014-143917,34,376.83,8319.29,17,739,923,107
CA-2014-144029,36,5.74,475.78,8,542,1178,514
CA-2014-144071,94,39.77,119.32,5,589,534,249
CA-2014-144281,151,240.86,491.55,5,1226,345,96
CA-2014-144407,83,51.8,103.6,7,340,1114,333
CA-2014-144414,59,1073.14,3290.52,11,1103,261,485
CA-2014-144624,390,1228.18,4548.81,7,84,533,622
CA-2014-144666,94,201.22,1517.58,27,187,7,187
CA-2014-144974,11,3.29,68.53,12,467,587,782
CA-2014-145212,164,1.47,5.46,3,103,111,419
CA-2014-145254,34,115.03,992.83,17,149,923,714
CA-2014-145317,133,-1789.74,23661.24,25,772,893,598
CA-2014-145387,481,472.09,2116.51,20,656,981,562
CA-2014-145541,23,2239.99,6999.96,4,637,1059,483
CA-2014-145576,85,5.07,26.13,8,80,1265,222
CA-2014-145800,546,-184.84,355.46,3,992,1392,757
CA-2014-145926,350,81.58,479.9,5,664,871,88
CA-2014-146283,66,53.92,1166.71,13,78,1114,446
CA-2014-146500,319,21.48,121.24,8,1194,1366,247
CA-2014-146528,62,7.68,22.0,5,739,923,665
CA-2014-146591,57,-288.01,378.59,24,1046,407,358
CA-2014-146640,23,108.8,334.77,7,479,260,456
CA-2014-146703,20,8.48,211.96,4,22,1089,22
CA-2014-146731,395,49.73,147.35,11,935,1068,247
CA-2014-146815,29,15.13,176.28,4,78,103,452
CA-2014-146843,509,-13.01,150.23,11,953,776,171
CA-2014-146864,23,56.26,216.4,4,1091,58,404
CA-2014-146885,195,6.13,13.62,3,992,1392,225
CA-2014-146969,62,299.03,968.3,10,411,462,275
CA-2014-146990,23,16.72,36.1,7,845,1068,162
CA-2014-146997,377,0.0,5.94,3,1212,915,611
CA-2014-147235,23,11.7,24.9,5,977,1176,303
CA-2014-147298,13,28.75,248.57,9,759,523,636
CA-2014-147543,580,47.85,478.48,2,522,136,604
CA-2014-147900,346,10.08,28.8,9,865,450,82
CA-2014-147914,47,5.88,16.22,2,611,3,88
CA-2014-148040,115,-12.12,388.7,6,579,959,667
CA-2014-148285,306,7.66,22.32,5,1219,301,279
CA-2014-148369,285,5.45,11.12,4,865,127,764
CA-2014-148383,51,-694.29,946.76,6,422,520,261
CA-2014-148425,415,-4.43,6.64,9,953,774,575
CA-2014-148488,29,42.45,117.7,9,325,534,325
CA-2014-148586,29,65.21,366.79,7,727,470,616
CA-2014-148614,13,15.08,38.66,4,407,1403,597
CA-2014-148761,424,45.84,91.68,3,826,371,50
CA-2014-148782,274,7.77,88.78,3,981,845,138
CA-2014-148915,40,-39.74,599.9,8,301,1127,444
CA-2014-148950,26,-10.4,43.02,9,637,174,557
CA-2014-149020,28,22.66,54.83,2,320,626,321
CA-2014-149055,63,21.2,62.81,3,533,683,536
CA-2014-149104,446,50.84,770.61,16,267,884,76
CA-2014-149244,88,13.43,35.34,2,130,1068,652
CA-2014-149524,11,-53.29,61.96,4,1112,626,29
CA-2014-149538,299,67.97,364.93,12,527,918,10
CA-2014-149594,74,16.89,103.94,4,1114,111,751
CA-2014-149643,459,10.96,273.96,2,912,1164,563
CA-2014-149958,85,33.61,370.79,14,234,1093,238
CA-2014-150203,3,72.58,250.26,6,29,1035,102
CA-2014-150245,290,196.69,1573.49,7,520,1038,331
CA-2014-150301,250,10.65,63.88,1,1001,1393,659
CA-2014-150329,51,3.52,46.87,7,982,1005,174
CA-2014-150490,34,15.14,78.12,5,79,430,196
CA-2014-150518,623,136.45,503.13,7,84,156,596
CA-2014-150581,137,142.48,499.55,5,918,791,134
CA-2014-150798,47,72.14,1614.13,17,588,640,300
CA-2014-151001,67,7.63,101.73,8,267,884,189
CA-2014-151078,65,4.96,49.63,4,607,607,167
CA-2014-151162,47,-36.77,362.47,13,29,337,105
CA-2014-151295,62,37.31,641.02,5,607,912,350
CA-2014-151330,289,312.95,1885.27,19,1005,1136,646
CA-2014-151379,83,52.53,114.2,5,757,414,281
CA-2014-151554,89,7.26,20.74,4,687,647,698
CA-2014-151708,276,-13.83,217.36,7,233,1301,93
CA-2014-151792,155,53.99,239.98,3,814,557,610
CA-2014-151897,32,33.83,100.24,10,571,1226,725
CA-2014-151946,45,-12.37,440.05,10,611,3,590
CA-2014-151953,133,0.99,2.82,2,59,794,587
CA-2014-151967,192,10.39,129.92,4,68,965,630
CA-2014-151995,199,379.5,1549.77,15,303,771,233
CA-2014-152100,143,-69.31,1212.96,8,218,1174,100
CA-2014-152233,282,34.99,99.98,2,1082,191,168
CA-2014-152254,124,108.74,310.69,7,479,479,379
CA-2014-152268,145,843.17,1793.98,2,814,557,183
CA-2014-152296,34,6.91,19.75,3,601,93,582
CA-2014-152345,383,2.3,57.27,4,282,928,461
CA-2014-152422,47,11.49,91.92,5,1082,982,631
CA-2014-152443,128,297.09,711.68,16,371,542,435
CA-2014-152562,126,21.11,75.16,5,301,1068,705
CA-2014-152618,155,158.69,583.36,4,619,461,46
CA-2014-152849,365,0.38,4.37,3,260,136,694
CA-2014-152905,174,-2.52,12.62,2,1087,1050,755
CA-2014-153087,33,195.98,521.92,9,422,928,568
CA-2014-153150,59,6.97,19.92,5,268,522,114
CA-2014-153479,167,37.88,110.1,7,777,1169,650
CA-2014-153619,13,3.36,6.72,4,935,935,426
CA-2014-153808,25,174.21,436.49,8,322,1276,395
CA-2014-153850,213,-240.73,1537.55,11,156,503,513
CA-2014-153913,186,102.05,1015.81,11,757,414,10
CA-2014-153927,631,104.88,286.65,16,1132,1371,328
CA-2014-153969,9,110.42,451.28,24,158,794,520
CA-2014-153976,189,-70.1,258.28,3,462,1169,443
CA-2014-153983,34,87.19,606.32,7,503,776,117
CA-2014-154095,234,169.05,463.04,20,266,1035,21
CA-2014-154158,85,11.25,619.84,12,851,422,113
CA-2014-154165,155,8.81,54.21,14,1222,1050,111
CA-2014-154186,32,0.36,2.92,1,736,534,267
CA-2014-154592,9,80.79,164.88,3,1035,589,382
CA-2014-154599,414,120.84,1840.05,28,791,1256,634
CA-2014-154627,26,341.99,2735.95,6,194,656,193
CA-2014-154641,45,18.77,375.34,1,430,559,107
CA-2014-154669,407,110.05,423.28,11,233,430,612
CA-2014-154781,94,31.53,101.57,3,871,35,649
CA-2014-154837,3,17.35,49.57,2,709,9,516
CA-2014-154893,142,184.91,1897.92,9,1059,422,306
CA-2014-154963,181,-20.04,1106.77,11,169,700,731
CA-2014-155208,124,9.77,39.07,6,164,1017,70
CA-2014-155264,94,97.86,306.11,18,538,68,345
CA-2014-155271,264,9.89,27.46,2,417,417,4
CA-2014-155390,31,13.72,42.21,2,776,1360,767
CA-2014-155593,69,3.38,11.64,3,935,1068,261
CA-2014-155796,332,-242.75,545.93,6,7,647,747
CA-2014-155852,124,3.4,19.46,4,223,1009,219
CA-2014-155887,117,-130.01,700.06,3,552,826,409
CA-2014-156006,129,16.25,47.79,3,1013,1073,612
CA-2014-156160,45,125.92,693.99,12,358,411,548
CA-2014-156244,123,72.61,457.74,27,1132,559,723
CA-2014-156314,177,8.73,30.36,5,163,58,261
CA-2014-156342,155,22.48,62.02,2,1103,886,226
CA-2014-156349,141,79.01,576.23,6,542,992,504
CA-2014-156433,94,15.22,31.68,6,59,467,301
CA-2014-156545,47,3.4,19.46,4,1220,223,559
CA-2014-156587,5,15.0,309.59,7,1009,1288,755
CA-2014-156594,141,216.37,694.53,10,414,851,266
CA-2014-156601,106,3.58,7.16,2,111,146,135
CA-2014-156790,133,-7.77,155.46,4,233,1431,364
CA-2014-156993,151,3.04,6.08,1,307,1129,338
CA-2014-157147,9,249.15,1679.75,13,286,1039,205
CA-2014-157546,34,41.01,112.54,9,836,192,742
CA-2014-157609,314,29.5,471.92,2,878,90,607
CA-2014-157623,125,6.0,13.94,3,619,772,158
CA-2014-157644,45,20.16,53.67,6,520,1369,692
CA-2014-157721,290,13.91,90.61,2,814,742,594
CA-2014-157784,129,179.39,514.03,8,260,1001,266
CA-2014-157882,1,17.35,265.78,4,462,1169,153
CA-2014-157924,54,-56.74,465.49,6,856,303,66
CA-2014-158029,141,22.53,225.3,2,542,992,520
CA-2014-158064,141,5.58,16.52,5,419,573,211
CA-2014-158225,58,42.77,210.13,7,358,450,339
CA-2014-158274,68,180.27,682.91,11,84,156,84
CA-2014-158281,14,-121.27,559.71,3,814,557,132
CA-2014-158337,23,49.01,108.92,14,518,619,567
CA-2014-158372,88,136.85,807.69,32,849,912,76
CA-2014-158442,162,7.65,25.18,6,461,461,616
CA-2014-158470,101,60.91,129.33,14,987,488,369
CA-2014-158540,88,27.31,151.72,4,156,35,364
CA-2014-158771,0,50.79,158.71,18,309,309,115
CA-2014-159121,540,34.7,111.93,7,711,601,705
CA-2014-159184,257,56.13,149.56,7,80,111,547
CA-2014-159310,32,1.35,725.33,14,845,607,56
CA-2014-159338,13,11.2,447.84,5,402,307,374
CA-2014-159478,45,5.18,15.24,3,587,191,186
CA-2014-159520,255,-292.19,1158.44,14,571,1321,265
CA-2014-159625,57,8.8,23.47,3,533,683,325
CA-2014-159681,220,48.54,105.52,4,1035,736,138
CA-2014-159709,298,81.84,201.73,8,1025,1237,482
CA-2014-159800,9,46.77,183.61,10,683,588,495
CA-2014-159814,115,0.96,4.27,2,1218,307,221
CA-2014-159835,105,-90.1,670.38,7,664,156,713
CA-2014-159849,94,0.11,5.67,3,111,111,82
CA-2014-160066,125,2.4,5.22,2,912,754,340
CA-2014-160094,175,260.25,1000.95,10,1013,1073,594
CA-2014-160157,72,-21.47,190.85,3,414,422,708
CA-2014-160262,283,55.31,134.6,12,3,604,131
CA-2014-160276,220,46.2,177.68,2,1063,918,706
CA-2014-160738,482,3.96,45.25,2,952,1025,542
CA-2014-160766,29,1599.69,4283.79,35,80,80,661
CA-2014-160773,262,68.36,581.1,8,268,260,429
CA-2014-161032,56,43.22,392.94,3,728,533,149
CA-2014-161249,51,-7.49,13.81,8,128,1371,742
CA-2014-161508,516,-4.56,554.17,15,136,1289,391
CA-2014-161634,337,15.55,32.4,5,687,1164,417
CA-2014-162089,230,192.4,714.96,19,809,470,88
CA-2014-162278,59,41.6,447.88,9,965,1385,738
CA-2014-162362,374,12.0,24.24,7,687,728,145
CA-2014-162684,74,1.92,5.68,2,601,908,357
CA-2014-162775,192,326.57,1287.26,20,286,626,294
CA-2014-162866,301,-16.77,62.97,10,422,520,476
CA-2014-162992,141,104.47,832.14,16,174,1059,162
CA-2014-163013,153,3.96,14.67,3,683,774,569
CA-2014-163034,26,-8.08,646.2,5,156,683,213
CA-2014-163223,28,1038.57,3769.56,22,90,727,120
CA-2014-163293,257,43.06,116.85,7,78,1102,346
CA-2014-163412,45,36.3,192.19,3,414,851,416
CA-2014-163419,127,132.3,1167.29,8,7,687,356
CA-2014-163447,164,161.97,767.21,14,422,520,353
CA-2014-163468,561,-284.75,1109.37,20,728,871,300
CA-2014-163552,103,413.62,1368.62,25,384,858,156
CA-2014-163559,45,47.06,139.44,3,865,450,461
CA-2014-163650,21,18.37,44.34,6,865,794,627
CA-2014-163748,6,616.46,2003.12,9,1005,638,643
CA-2014-163867,67,-24.87,210.18,14,561,571,681
CA-2014-164182,11,-10.36,111.04,7,686,667,461
CA-2014-164210,127,-86.74,181.79,6,728,1164,617
CA-2014-164224,75,9.51,165.17,7,598,671,74
CA-2014-164259,105,8.67,99.14,4,129,125,133
CA-2014-164315,506,341.38,1220.67,15,1063,918,361
CA-2014-164385,63,14.4,143.95,3,467,1201,630
CA-2014-164469,160,38.53,344.92,17,402,700,136
CA-2014-164721,90,115.88,371.52,13,641,501,429
CA-2014-164742,100,36.53,264.92,3,303,638,504
CA-2014-164749,572,3.22,9.91,3,893,959,696
CA-2014-164861,358,12.44,25.92,4,640,776,637
CA-2014-164903,13,6.22,12.96,2,980,1050,256
CA-2014-164910,196,0.89,7.87,3,607,664,664
CA-2014-164973,23,2242.84,4807.37,14,130,187,134
CA-2014-165309,14,-1340.5,1639.5,27,7,647,30
CA-2014-165379,162,8.12,24.72,5,868,858,312
CA-2014-165393,6,-8.47,4.98,1,422,125,720
CA-2014-165428,66,4.87,34.75,9,416,1366,691
CA-2014-165477,361,6.04,48.36,5,282,520,791
CA-2014-165540,397,-13.72,8.85,5,805,1356,612
CA-2014-165568,59,7.21,21.36,5,1162,1402,292
CA-2014-165764,222,-362.66,1395.67,18,935,845,129
CA-2014-165806,510,78.23,259.29,12,884,884,91
CA-2014-165974,93,3.69,32.76,7,290,522,297
CA-2014-166051,129,230.97,773.7,6,1178,1392,600
CA-2014-166086,128,215.82,1091.35,12,1118,552,564
CA-2014-166191,67,78.5,433.56,9,29,337,83
CA-2014-166457,126,17.68,40.54,7,952,309,724
CA-2014-166471,5,24.37,1310.34,6,128,1371,377
CA-2014-166555,277,47.81,164.85,3,384,686,523
CA-2014-166590,134,36.55,77.86,4,194,981,544
CA-2014-166716,26,-6.02,421.37,2,1071,55,257
CA-2014-166730,31,-8.8,39.13,1,125,1369,732
CA-2014-166744,209,113.59,587.14,8,59,146,35
CA-2014-166863,302,-220.37,1353.53,24,886,1218,710
CA-2014-166884,47,3.99,18.78,11,518,878,237
CA-2014-166891,23,-6.55,589.41,5,777,191,417
CA-2014-166954,492,290.89,2061.01,13,573,1013,457
CA-2014-166961,520,34.37,107.35,10,422,520,522
CA-2014-166989,164,19.85,80.62,4,687,728,84
CA-2014-167164,8,9.99,55.5,2,8,1237,8
CA-2014-167199,0,1343.48,4374.88,24,1037,320,467
CA-2014-167360,358,43.6,111.79,7,156,503,579
CA-2014-167486,250,39.98,199.9,5,501,588,705
CA-2014-167724,308,3.6,7.83,3,138,891,408
CA-2014-167850,104,27.74,193.93,5,128,559,132
CA-2014-167927,20,183.54,708.62,26,407,755,190
CA-2014-167997,600,44.77,152.64,4,755,1425,662
CA-2014-168130,164,177.42,887.1,7,111,111,740
CA-2014-168158,150,2.21,6.1,2,866,1362,670
CA-2014-168305,13,31.83,65.8,8,301,1068,484
CA-2014-168312,66,-34.45,513.86,6,72,1009,543
CA-2014-168368,339,106.78,535.27,14,1058,1162,315
CA-2014-168473,29,19.19,191.88,6,58,1369,14
CA-2014-168494,253,243.0,4630.51,21,432,637,413
CA-2014-168592,94,30.52,75.64,8,78,80,503
CA-2014-168823,105,11.14,32.16,12,158,146,15
CA-2014-168984,300,-249.5,1122.97,12,35,266,508
CA-2014-169019,65,-3791.16,2656.72,31,711,1021,166
CA-2014-169033,255,20.85,49.65,5,809,1233,27
CA-2014-169061,231,261.2,705.56,16,1195,1288,492
CA-2014-169257,133,21.57,63.38,3,571,1376,647
CA-2014-169446,36,34.15,372.12,9,174,1261,611
CA-2014-169460,58,26.65,76.14,3,987,419,376
CA-2014-169642,1,0.0,276.28,2,923,1021,121
CA-2014-169649,155,-50.05,28.84,4,337,534,131
CA-2014-169684,365,-172.46,426.94,6,22,1413,92
CA-2014-169726,5,643.98,2060.74,7,128,1371,98
CA-2014-169775,328,-436.73,709.05,9,550,814,362
CA-2014-169803,60,113.13,687.45,5,322,791,609
CA-2014-169852,142,12.27,36.36,3,618,965,245
CA-2015-100146,587,151.57,1452.79,13,263,1420,118
CA-2015-100216,154,28.71,85.92,9,657,1224,707
CA-2015-100251,255,31.24,87.1,14,961,293,231
CA-2015-100454,45,28.96,258.02,11,312,665,312
CA-2015-100545,74,-9.29,11.61,2,6,650,5
CA-2015-100573,25,8.22,17.48,2,12,486,562
CA-2015-100657,24,8.54,109.76,2,121,209,573
CA-2015-100685,198,60.49,128.36,9,546,379,416
CA-2015-100734,105,-32.3,150.76,6,426,1181,556
CA-2015-100769,133,32.0,255.97,4,495,495,274
CA-2015-100818,155,-11.9,234.51,14,70,1117,25
CA-2015-100888,222,16.18,47.95,3,744,889,708
CA-2015-101000,211,144.35,370.14,3,265,1224,490
CA-2015-101007,77,6.5,20.8,2,97,1250,99
CA-2015-101091,11,-19.38,74.04,8,901,364,573
CA-2015-101126,105,7.72,77.24,5,1157,966,240
CA-2015-101154,188,8.88,443.92,4,227,481,496
CA-2015-101707,188,63.23,150.22,9,375,135,58
CA-2015-101868,328,-77.93,175.32,13,988,382,77
CA-2015-101889,368,-457.99,1568.86,12,17,620,106
CA-2015-101910,197,17.74,283.92,5,154,155,303
CA-2015-101924,325,-6.83,9.76,2,406,1315,10
CA-2015-102015,135,44.75,193.26,13,811,227,612
CA-2015-102036,59,47.94,199.74,6,481,874,79
CA-2015-102260,78,-65.82,763.5,13,357,120,319
CA-2015-102281,45,210.91,1668.99,26,88,1248,88
CA-2015-102316,62,-19.58,200.73,5,879,1427,704
CA-2015-102491,202,1605.7,3747.93,14,252,834,147
CA-2015-102582,272,506.98,1918.79,12,426,444,508
CA-2015-102722,68,41.54,106.5,6,24,1083,608
CA-2015-102778,233,4.77,18.18,1,82,27,581
CA-2015-102806,105,-18.03,24.59,2,1031,71,428
CA-2015-102848,1,11.92,190.72,1,209,529,208
CA-2015-102855,321,32.83,263.78,14,57,744,226
CA-2015-102876,63,-142.91,806.4,10,67,471,756
CA-2015-103072,185,17.2,42.32,9,874,1238,304
CA-2015-103093,112,35.02,74.52,9,302,1107,383
CA-2015-103135,175,174.01,525.95,32,1115,1280,776
CA-2015-103177,29,51.16,529.14,8,1051,932,633
CA-2015-103205,66,12.0,119.96,5,575,895,342
CA-2015-103716,94,11.43,54.45,8,28,1412,10
CA-2015-103723,59,5.56,13.9,5,494,401,457
CA-2015-103772,269,97.22,260.31,7,1141,740,88
CA-2015-103793,229,23.24,74.35,3,514,1052,296
CA-2015-103835,3,340.47,1173.03,7,496,694,464
CA-2015-103870,108,14.43,284.43,18,17,620,133
CA-2015-103933,164,395.96,899.91,9,12,874,112
CA-2015-103954,201,48.12,687.4,5,101,863,367
CA-2015-103961,116,6.44,19.82,6,599,529,159
CA-2015-104038,303,16.39,176.63,8,525,285,628
CA-2015-104052,281,34.74,95.84,4,879,56,734
CA-2015-104059,157,0.3,3.42,1,385,925,763
CA-2015-104115,582,4.2,55.98,2,821,382,101
CA-2015-104129,259,-27.16,599.9,9,914,56,20
CA-2015-104241,212,69.2,192.22,14,1038,1145,122
CA-2015-104297,177,28.71,85.06,3,352,70,385
CA-2015-104346,97,-332.41,730.05,41,555,1135,5
CA-2015-104486,9,25.38,84.56,6,489,1412,138
CA-2015-104493,188,20.13,57.5,6,653,1049,182
CA-2015-104514,285,34.52,115.4,8,98,1038,118
CA-2015-104626,117,409.85,1388.46,14,135,1014,660
CA-2015-104871,584,-110.02,366.74,4,1110,1405,660
CA-2015-104941,33,346.28,976.29,17,385,974,704
CA-2015-104948,342,-23.26,723.16,13,50,972,168
CA-2015-105102,45,37.33,139.21,6,426,444,606
CA-2015-105158,38,20.27,43.0,5,577,229,133
CA-2015-105221,11,-3.8,38.53,4,549,502,91
CA-2015-105312,57,-1.04,11.48,6,376,529,363
CA-2015-105347,25,187.39,383.61,14,27,109,24
CA-2015-105361,23,8.11,17.64,4,368,388,441
CA-2015-105508,45,17.99,39.98,1,496,1310,440
CA-2015-105571,229,-1044.46,1361.63,14,209,1215,291
CA-2015-105599,164,-13.88,41.37,5,67,67,507
CA-2015-105613,478,-183.11,100.86,9,1090,420,607
CA-2015-105627,309,596.72,2531.88,22,936,899,729
CA-2015-105634,117,3.38,11.65,5,627,717,456
CA-2015-105690,483,92.94,697.82,5,82,650,662
CA-2015-105725,106,27.2,96.6,3,954,1381,150
CA-2015-105844,384,23.81,79.36,4,969,1379,226
CA-2015-105970,238,53.58,112.04,7,56,1105,50
CA-2015-106187,599,102.01,268.4,7,537,685,575
CA-2015-106208,26,-108.83,53.09,7,895,83,493
CA-2015-106215,105,4.09,12.58,4,392,1122,272
CA-2015-106257,62,26.89,721.49,4,657,786,686
CA-2015-106320,12,240.26,1044.63,3,12,1238,12
CA-2015-106362,412,-7.58,10.33,3,555,83,62
CA-2015-106565,201,24.88,51.84,8,305,391,308
CA-2015-106978,42,4.29,18.13,6,694,242,233
CA-2015-107020,342,12.97,39.92,2,848,1177,160
CA-2015-107083,6,-82.6,39.61,12,82,154,179
CA-2015-107468,127,0.6,6.85,2,217,937,149
CA-2015-107678,175,228.9,893.09,13,1122,152,765
CA-2015-107685,121,41.59,106.88,8,672,1257,622
CA-2015-107741,260,0.89,3.41,1,936,366,712
CA-2015-107902,69,122.29,470.36,11,834,1341,416
CA-2015-107937,458,106.54,665.88,6,910,412,674
CA-2015-108119,551,45.29,301.96,2,549,627,652
CA-2015-108259,222,-14.38,81.13,20,627,219,374
CA-2015-108532,151,47.08,246.5,9,1111,1341,385
CA-2015-108588,29,28.31,90.17,7,956,553,410
CA-2015-108665,164,229.52,896.38,15,380,848,366
CA-2015-108672,3,33.07,106.68,6,229,1217,135
CA-2015-109001,74,-96.31,479.03,11,616,1000,471
CA-2015-109113,26,4.78,25.49,2,546,706,735
CA-2015-109169,151,81.43,180.96,2,704,999,220
CA-2015-109190,338,172.15,546.8,12,924,372,530
CA-2015-109197,327,152.5,487.98,2,620,810,123
CA-2015-109337,452,197.99,508.11,16,82,521,658
CA-2015-109386,497,205.25,750.93,23,627,50,584
CA-2015-109470,0,278.38,596.48,24,620,835,346
CA-2015-109512,164,146.21,976.35,14,616,616,166
CA-2015-109575,234,497.44,2503.82,21,227,1352,175
CA-2015-109603,520,84.05,182.72,8,1207,1430,605
CA-2015-109638,60,432.93,1055.14,16,83,937,98
CA-2015-109708,84,58.38,467.04,4,442,71,388
CA-2015-109736,9,21.77,45.36,7,998,2,249
CA-2015-109862,285,117.03,450.09,6,969,628,96
CA-2015-109939,160,0.59,5.25,2,412,793,211
CA-2015-110016,83,131.12,1126.83,13,239,784,387
CA-2015-110093,63,16.13,53.23,4,155,575,437
CA-2015-110247,394,-6.03,8.23,3,784,575,653
CA-2015-110289,9,119.34,244.24,9,1104,121,240
CA-2015-110324,30,19.06,41.62,7,494,901,15
CA-2015-110345,314,1.67,4.61,2,1000,1339,592
CA-2015-110457,5,165.38,787.53,3,56,699,54
CA-2015-110548,14,118.29,946.34,7,124,412,706
CA-2015-110632,29,11.83,48.84,3,751,204,403
CA-2015-110667,29,58.19,210.99,11,388,1284,376
CA-2015-110744,54,20.16,671.93,7,67,811,66
CA-2015-110765,164,214.49,824.97,3,1140,1182,172
CA-2015-110814,29,102.36,419.73,10,901,364,631
CA-2015-110863,336,439.31,1971.46,12,972,27,731
CA-2015-110870,3,129.49,325.7,13,295,83,30
CA-2015-110877,16,27.74,186.67,9,924,662,555
CA-2015-110891,11,-93.47,344.37,4,312,27,285
CA-2015-110947,497,56.55,113.1,3,988,925,326
CA-2015-111017,358,15.78,52.59,3,374,705,281
CA-2015-111038,88,267.67,2676.67,9,494,401,784
CA-2015-111073,81,-15.48,51.59,1,207,1081,498
CA-2015-111094,117,62.04,129.52,5,584,562,118
CA-2015-111164,29,159.32,513.73,9,347,1278,339
CA-2015-111199,222,40.35,115.3,3,50,972,300
CA-2015-111206,188,176.79,519.96,4,1074,1406,288
CA-2015-111234,25,4.44,9.24,3,954,933,448
CA-2015-111297,273,23.49,52.2,9,493,291,464
CA-2015-111325,460,-1.19,20.45,9,914,102,387
CA-2015-111339,47,-87.31,366.67,12,352,70,778
CA-2015-111395,65,79.15,386.49,8,521,154,146
CA-2015-111458,45,12.0,50.0,2,120,1238,58
CA-2015-111507,292,1.53,5.28,3,525,1250,100
CA-2015-111514,34,343.96,1966.56,16,284,1341,609
CA-2015-111612,47,10.34,74.13,7,109,1257,686
CA-2015-111703,475,9.67,27.5,6,740,584,41
CA-2015-111780,88,239.23,1230.5,11,707,1081,267
CA-2015-111829,60,1930.47,4607.27,12,531,305,92
CA-2015-111864,63,1.99,5.9,2,974,974,452
CA-2015-111948,151,163.92,542.18,9,1215,1215,122
CA-2015-111990,14,-17.29,10.48,6,627,50,551
CA-2015-112014,441,13.21,50.8,5,863,1370,21
CA-2015-112053,144,2.24,31.95,1,2,313,129
CA-2015-112116,5,44.71,171.96,2,199,1304,188
CA-2015-112130,11,-20.42,1058.19,25,910,820,647
CA-2015-112144,27,48.62,627.66,6,1141,740,388
CA-2015-112214,77,-19.78,72.65,16,1077,1067,706
CA-2015-112305,59,43.38,155.16,11,312,665,683
CA-2015-112319,25,27.99,58.32,9,284,577,239
CA-2015-112375,487,23.85,78.19,8,379,17,742
CA-2015-112452,242,326.28,1273.61,9,388,388,396
CA-2015-112522,26,1.0,8.02,3,998,872,273
CA-2015-112557,45,90.83,206.43,3,334,152,139
CA-2015-112571,218,53.2,204.6,2,357,357,351
CA-2015-112711,139,30.72,307.17,4,984,1074,248
CA-2015-112767,330,-188.7,277.5,4,991,705,213
CA-2015-112823,177,4.46,25.49,2,895,1135,362
CA-2015-113040,62,1.66,5.1,1,375,284,385
CA-2015-113110,342,41.58,105.69,14,531,391,318
CA-2015-113131,47,12.6,97.68,16,496,496,93
CA-2015-113145,164,841.95,2220.06,21,549,599,104
CA-2015-113152,23,427.52,1293.47,4,707,1081,600
CA-2015-113173,155,-3.15,270.35,17,219,972,158
CA-2015-113215,115,89.31,238.15,3,37,1014,434
CA-2015-113222,452,5.16,10.74,3,529,529,326
CA-2015-113404,34,-140.39,2048.85,9,747,747,613
